9.017422500000000127e+02,1.385894798142756008e+04
9.041891547467799910e+02,1.483988423703470471e+04
9.066358283871200001e+02,1.911226906429526935e+04
9.090822709210200401e+02,1.712976697883056477e+04
9.115284823484799972e+02,1.850163366648304145e+04
9.139744626695000989e+02,1.641185779491618814e+04
9.164202118840800040e+02,2.048310427323522526e+04
9.188657299922199400e+02,1.240559447548595199e+04
9.213110169939200205e+02,1.992197985362398686e+04
9.237560728891800181e+02,2.075644613205319911e+04
9.262008976779999330e+02,1.399097725663020356e+04
9.286454913603801060e+02,2.208602219249232803e+04
9.310898539363199689e+02,1.447886668765247487e+04
9.335339854058199762e+02,1.611582340442275927e+04
9.359778857688800144e+02,2.359920146376013145e+04
9.384215550254999698e+02,1.293783749114661259e+04
9.408649931756799560e+02,3.073187676084048144e+04
9.433082002194200868e+02,2.170953246242228852e+04
9.457511761567200210e+02,1.398581986306760155e+04
9.481939209875799861e+02,1.610035122373494960e+04
9.506364347120000957e+02,2.433980317934996492e+04
9.530787173299800088e+02,1.618286952073660177e+04
9.555207688415199527e+02,1.868936279216180264e+04
9.579625892466200412e+02,2.057077996379947945e+04
9.604041785452800468e+02,1.866048138821122120e+04
9.628455367374999696e+02,1.535974950814511794e+04
9.652866638232799232e+02,1.975797473833320328e+04
9.677275598026200214e+02,1.968473974974423618e+04
9.701682246755200367e+02,2.013962186196584662e+04
9.726086584419799692e+02,1.529889226410639822e+04
9.750488611020000462e+02,1.864088329267333029e+04
9.774888326555800404e+02,1.737732186983552310e+04
9.799285731027199517e+02,2.088434949240575952e+04
9.823680824434200076e+02,1.768263956874163705e+04
9.848073606776799807e+02,2.289882741795860420e+04
9.872464078054999845e+02,1.432414488077437636e+04
9.896852238268800193e+02,2.104113425670890138e+04
9.921238087418199711e+02,1.505752624537656448e+04
9.945621625503199539e+02,2.025411599905564071e+04
9.970002852523800811e+02,1.357838577162194088e+04
9.994381768480000119e+02,2.293286621547178947e+04
1.001875837337179973e+03,1.097080758636971768e+04
1.004313266719920080e+03,2.084515330132997769e+04
1.006750464996219989e+03,1.757949169748957138e+04
1.009187432166079930e+03,1.798176839537263004e+04
1.011624168229500015e+03,2.335164657275517311e+04
1.014060673186480017e+03,2.437899937042575039e+04
1.016496947037019936e+03,1.692862862988903726e+04
1.018932989781120000e+03,2.317010631935154015e+04
1.021368801418779981e+03,1.693688045958920338e+04
1.023804381949999993e+03,2.076263500432832370e+04
1.026239731374780149e+03,1.138236759266545960e+04
1.028674849693120223e+03,2.271522420712992971e+04
1.031109736905019872e+03,1.539275682694577881e+04
1.033544393010480007e+03,1.966307869678130373e+04
1.035978818009499946e+03,1.209821381915479651e+04
1.038413011902079916e+03,2.623050365940033225e+04
1.040846974688220143e+03,2.482769261037223623e+04
1.043280706367920175e+03,1.679453639726135225e+04
1.045714206941180009e+03,1.547011773038482715e+04
1.048147476408000102e+03,2.253058951758873081e+04
1.050580514768379999e+03,2.339496867868104164e+04
1.053013322022319926e+03,1.868936279216180264e+04
1.055445898169820111e+03,2.138564814669080079e+04
1.057878243210880100e+03,1.758464909105217521e+04
1.060310357145499893e+03,2.487410915243566706e+04
1.062742239973680171e+03,2.175285456834815341e+04
1.065173891695419798e+03,2.329285228614149673e+04
1.067605312310719910e+03,1.966823609034390392e+04
1.070036501819580053e+03,2.357650893208467824e+04
1.072467460222000227e+03,1.400541795860549246e+04
1.074898187517979977e+03,2.209736845833005646e+04
1.077328683707519986e+03,2.292461438577162335e+04
1.079758948790620025e+03,2.207777036279216190e+04
1.082188982767280095e+03,2.088434949240575952e+04
1.084618785637499968e+03,1.728448878570866509e+04
1.087048357401280100e+03,2.692056291807665184e+04
1.089477698058620035e+03,1.713389289368064783e+04
1.091906807609520001e+03,2.277298701503108532e+04
1.094335686053979998e+03,2.262857999527819265e+04
1.096764333392000026e+03,1.698742291650271363e+04
1.099192749623580085e+03,2.254812465570158383e+04
1.101620934748720174e+03,2.407780758636971950e+04
1.104048888767420067e+03,2.264920956952860797e+04
1.106476611679679991e+03,1.744127355001180331e+04
1.108904103485499945e+03,2.318145258518926494e+04
1.111331364184879931e+03,2.026443078618084473e+04
1.113758393777820174e+03,3.169527787833477851e+04
1.116185192264320222e+03,2.566937923978909384e+04
1.118611759644380072e+03,2.881745227040214013e+04
1.121038095918000181e+03,1.448402408121507870e+04
1.123464201085179866e+03,2.866582489966160574e+04
1.125890075145920036e+03,3.477424183520893712e+04
1.128315718100220010e+03,2.085340513103014018e+04
1.130741129948080015e+03,3.506408735342724685e+04
1.133166310689500051e+03,2.435321240261273488e+04
1.135591260324480118e+03,1.695647855512709430e+04
1.138015978853019988e+03,2.846159211458251593e+04
1.140440466275120116e+03,1.787758904540804360e+04
1.142864722590780048e+03,2.443882513575194753e+04
1.145288747800000010e+03,4.003684622648933873e+04
1.147712541902780004e+03,2.217266640434406145e+04
1.150136104899120028e+03,2.550331116707326873e+04
1.152559436789019855e+03,1.788893531124577203e+04
1.154982537572479941e+03,3.095158172660738273e+04
1.157405407249500058e+03,2.675243188793578520e+04
1.159828045820080206e+03,1.987350035413551450e+04
1.162250453284219930e+03,2.477508719603368445e+04
1.164672629641920139e+03,2.936516746675061222e+04
1.167094574893179924e+03,2.935897859447548763e+04
1.169516289037999968e+03,2.326706531832848123e+04
1.171937772076380043e+03,2.964366671913118989e+04
1.174359024008320148e+03,2.117006909577398255e+04
1.176780044833820057e+03,4.877965979381443321e+04
1.179200834552879996e+03,1.850885401747068681e+04
1.181621393165499967e+03,2.607990776737231499e+04
1.184041720671679968e+03,2.191995411977650292e+04
1.186461817071420001e+03,2.310409168175021841e+04
1.188881682364719836e+03,3.906416180058235477e+04
1.191301316551579930e+03,2.992113449279924680e+04
1.193720719632000055e+03,2.393855796017943067e+04
1.196139891605979983e+03,2.906603864011961923e+04
1.198558832473519942e+03,1.816330864877626664e+04
1.200977542234620159e+03,3.006760446997717736e+04
1.203396020889279953e+03,2.889481317384119029e+04
1.205814268437500004e+03,1.921541693554733502e+04
1.208232284879280087e+03,2.069043149445187737e+04
1.210650070214619973e+03,1.971568411111985552e+04
1.213067624443520117e+03,2.283487573778232399e+04
1.215484947565980065e+03,2.062854277170063870e+04
1.217902039582000043e+03,3.038220547729597820e+04
1.220318900491580052e+03,3.451637215707877476e+04
1.222735530294720093e+03,2.090910498150625790e+04
1.225151928991419936e+03,2.445326583772723825e+04
1.227568096581680038e+03,2.794894719445974624e+04
1.229984033065500171e+03,3.485676013221059111e+04
1.232399738442879880e+03,2.764259801684111153e+04
1.234815212713820074e+03,2.339909459353112470e+04
1.237230455878320072e+03,2.753326127331392127e+04
1.239645467936379873e+03,3.306095569371213060e+04
1.242060248887999933e+03,2.845127732745730827e+04
1.244474798733180023e+03,2.324024687180294495e+04
1.246889117471919917e+03,2.452546934760368458e+04
1.249303205104220069e+03,2.498344589596285732e+04
1.251717061630079797e+03,2.448111576296529529e+04
1.254130687049500011e+03,3.324043298969072202e+04
1.256544081362480028e+03,3.728589250019674364e+04
1.258957244569020077e+03,2.867201377193672670e+04
1.261370176669119928e+03,2.658326937908239779e+04
1.263782877662780038e+03,3.363136342173605226e+04
1.266195347549999951e+03,2.551568891162351429e+04
1.268607586330779895e+03,3.130022153143936521e+04
1.271019594005120098e+03,2.567866254820178074e+04
1.273431370573020104e+03,2.745177445502479168e+04
1.275842916034479913e+03,2.395403014086723852e+04
1.278254230389499980e+03,2.693190918391437663e+04
1.280665313638079851e+03,2.848015873140788608e+04
1.283076165780219981e+03,2.120617085071220572e+04
1.285486786815920141e+03,3.367674848508695868e+04
1.287897176745180104e+03,2.645433454001731297e+04
1.290307335567999871e+03,2.598707468324545698e+04
1.292717263284380124e+03,3.008617108680255114e+04
1.295126959894319953e+03,4.494977933422523347e+04
1.297536425397820040e+03,2.978085338789643720e+04
1.299945659794880157e+03,3.680212898402455176e+04
1.302354663085500079e+03,2.599945242779570253e+04
1.304763435269680031e+03,2.915990320295899801e+04
1.307171976347420014e+03,2.451721751790351846e+04
1.309580286318719800e+03,2.697935720469032822e+04
1.311988365183580072e+03,3.521262028803022258e+04
1.314396212942000147e+03,3.618633619264972367e+04
1.316803829593980026e+03,2.710416612890532997e+04
1.319211215139519936e+03,2.713098457543086624e+04
1.321618369578620104e+03,2.793450649248445916e+04
1.324025292911279848e+03,2.721453435114503736e+04
1.326431985137500078e+03,2.969627213346974168e+04
1.328838446257280111e+03,3.129300118045171985e+04
1.331244676270620175e+03,3.608215684268513724e+04
1.333650675177520043e+03,2.931771944597466063e+04
1.336056442977980169e+03,2.898145738569292735e+04
1.338461979671999870e+03,3.439156323286377301e+04
1.340867285259580058e+03,3.101140749193357988e+04
1.343272359740720049e+03,3.035641850948296269e+04
1.345677203115420070e+03,3.448749075312820059e+04
1.348081815383679896e+03,4.043293405209726916e+04
1.350486196545499979e+03,2.514023066026599554e+04
1.352890346600879866e+03,3.495371913118753582e+04
1.355294265549820011e+03,3.186856630203824898e+04
1.357697953392320187e+03,3.703524317305422301e+04
1.360101410128380166e+03,2.671736161171008280e+04
1.362504635757999949e+03,2.578077894074132564e+04
1.364907630281179991e+03,3.606049578972219751e+04
1.367310393697919835e+03,3.742307916896198731e+04
1.369712926008219938e+03,2.769004603761706312e+04
1.372115227212080072e+03,3.355709695443456440e+04
1.374517297309500236e+03,2.957558912410482299e+04
1.376919136300479977e+03,3.385622578106555738e+04
1.379320744185019976e+03,2.911039222475800852e+04
1.381722120963120005e+03,3.393564964192964544e+04
1.384123266634780066e+03,1.872752750452506370e+04
1.386524181200000157e+03,3.102584819390887060e+04
1.388924864658780052e+03,2.976641268592114648e+04
1.391325317011119978e+03,3.214603407570630588e+04
1.393725538257020162e+03,3.505892995986463939e+04
1.396125528396479922e+03,3.906313032186983764e+04
1.398525287429499940e+03,2.404273731014401710e+04
1.400924815356079989e+03,2.854514189029668705e+04
1.403324112176220069e+03,3.047607004013536061e+04
1.405723177889919953e+03,3.226362264893365864e+04
1.408122012497180094e+03,2.903818871488156219e+04
1.410520615998000039e+03,3.026049098921854238e+04
1.412918988392380015e+03,3.904043779019438080e+04
1.415317129680320022e+03,3.900227307783111610e+04
1.417715039861820060e+03,2.905572385299441157e+04
1.420112718936880128e+03,3.623481569213818875e+04
1.422510166905500000e+03,2.290811072637129109e+04
1.424907383767679903e+03,3.845558936019516841e+04
1.427304369523420064e+03,2.364252356968599997e+04
1.429701124172720029e+03,3.564996726213897637e+04
1.432097647715580251e+03,3.463911812386873498e+04
1.434493940152000050e+03,3.540447532855906320e+04
1.436890001481980107e+03,3.173963146297316416e+04
1.439285831705519968e+03,3.230797623357204793e+04
1.441681430822620086e+03,2.707941063980483159e+04
1.444076798833280009e+03,2.817587251121429290e+04
1.446471935737500189e+03,3.530132745730699389e+04
1.448866841535279946e+03,3.317029243723931722e+04
1.451261516226619960e+03,2.176832674903596489e+04
1.453655959811520006e+03,4.180686369717478374e+04
1.456050172289980082e+03,3.033475745652003025e+04
1.458444153662000190e+03,2.187766349256315516e+04
1.460837903927580101e+03,2.836875903045565428e+04
1.463231423086720042e+03,3.491142850397418806e+04
1.465624711139419787e+03,2.684835940820020551e+04
1.468017768085680018e+03,2.664206366569607417e+04
1.470410593925500052e+03,3.600170150310852478e+04
1.472803188658880117e+03,2.476270945148343526e+04
1.475195552285820213e+03,3.192839206736444612e+04
1.477587684806320112e+03,2.827695742504131704e+04
1.479979586220379815e+03,3.883311056897773233e+04
1.482371256528000004e+03,2.959725017706775907e+04
